"Date(UTC)","OrderNo","Pair","Type","Side","Order Price","Order Amount","Time","Executed","Average Price","Trading total","Status"
"2026-03-04 18:10:50","16625714090","SOLUSDT","Market","SELL","0","0.1SOL","2026-03-04 18:10:50","0.1SOL","91.31","9.131USDT","FILLED"
"2026-03-04 17:52:02","16625559044","SOLUSDT","Market","BUY","0","0.1SOL","2026-03-04 17:52:02","0.1SOL","91.71","9.171USDT","FILLED"
"2026-03-04 17:52:02","44386792559","ETHUSDT","Market","SELL","0","0.0046ETH","2026-03-04 17:52:02","0.0046ETH","2151.44","9.896624USDT","FILLED"
"2026-03-04 17:22:24","44385110470","ETHUSDT","Market","BUY","0","0.0046ETH","2026-03-04 17:22:24","0.0046ETH","2131.66","9.805636USDT","FILLED"
"2026-03-04 17:22:23","58632795974","BTCUSDT","Market","SELL","0","0.00013BTC","2026-03-04 17:22:23","0.00013BTC","72967.43","9.4857659USDT","FILLED"
"2026-03-04 16:57:57","58630453460","BTCUSDT","Market","BUY","0","0.00013BTC","2026-03-04 16:57:57","0.00013BTC","73253.68","9.5229784USDT","FILLED"
"2026-03-04 16:57:52","16624787726","SOLUSDT","Market","SELL","0","0.1SOL","2026-03-04 16:57:52","0.1SOL","91.63","9.163USDT","FILLED"
"2026-03-04 16:27:50","16624390756","SOLUSDT","Market","BUY","0","0.1SOL","2026-03-04 16:27:50","0.1SOL","91.56","9.156USDT","FILLED"
"2026-03-04 16:27:49","44381448631","ETHUSDT","Market","SELL","0","0.0046ETH","2026-03-04 16:27:49","0.0046ETH","2145.24","9.868104USDT","FILLED"
"2026-03-04 16:21:49","44380940218","ETHUSDT","Market","BUY","0","0.0046ETH","2026-03-04 16:21:49","0.0046ETH","2132.02","9.807292USDT","FILLED"
"2026-03-04 16:21:49","58627437557","BTCUSDT","Market","SELL","0","0.00013BTC","2026-03-04 16:21:49","0.00013BTC","72577.01","9.4350113USDT","FILLED"
"2026-03-04 16:18:38","58627097493","BTCUSDT","Market","BUY","0","0.00013BTC","2026-03-04 16:18:38","0.00013BTC","72887.02","9.4753126USDT","FILLED"
"2026-03-04 16:18:34","16624194678","SOLUSDT","Market","SELL","0","0.1SOL","2026-03-04 16:18:34","0.1SOL","91.47","9.147USDT","FILLED"
"2026-03-04 16:11:19","16624064677","SOLUSDT","Market","BUY","0","0.1SOL","2026-03-04 16:11:19","0.1SOL","91.82","9.182USDT","FILLED"
"2026-03-04 16:11:18","44380009357","ETHUSDT","Market","SELL","0","0.0046ETH","2026-03-04 16:11:18","0.0046ETH","2138.89","9.838894USDT","FILLED"
"2026-03-04 16:00:08","44378700781","ETHUSDT","Market","BUY","0","0.0046ETH","2026-03-04 16:00:08","0.0046ETH","2150.38","9.891748USDT","FILLED"
"2026-03-04 16:00:07","58624927246","BTCUSDT","Market","SELL","0","0.00013BTC","2026-03-04 16:00:07","0.00013BTC","73330","9.5329USDT","FILLED"
"2026-03-04 15:30:15","58621385287","BTCUSDT","Market","BUY","0","0.00013BTC","2026-03-04 15:30:15","0.00013BTC","72887.7","9.475401USDT","FILLED"
"2026-03-04 15:30:10","16623076051","SOLUSDT","Market","SELL","0","0.1SOL","2026-03-04 15:30:10","0.1SOL","92.3","9.23USDT","FILLED"
"2026-03-04 15:27:15","44375244986","ETHUSDT","Market","SELL","0","0.0047ETH","2026-03-04 15:27:15","0.0047ETH","2114.06","9.936082USDT","FILLED"
"2026-03-04 15:27:15","16622965727","SOLUSDT","Market","BUY","0","0.1SOL","2026-03-04 15:27:15","0.1SOL","91.76","9.176USDT","FILLED"
"2026-03-04 15:14:34","44374006644","ETHUSDT","Market","BUY","0","0.0047ETH","2026-03-04 15:14:34","0.0047ETH","2090.43","9.825021USDT","FILLED"
"2026-03-04 15:14:33","58619329882","BTCUSDT","Market","SELL","0","0.00013BTC","2026-03-04 15:14:33","0.00013BTC","72072.9","9.369477USDT","FILLED"
"2026-03-04 14:48:22","58615967632","BTCUSDT","Market","BUY","0","0.00013BTC","2026-03-04 14:48:22","0.00013BTC","71580.01","9.3054013USDT","FILLED"
"2026-03-04 14:48:17","16621916617","SOLUSDT","Market","SELL","0","0.11SOL","2026-03-04 14:48:17","0.11SOL","90.25","9.9275USDT","FILLED"
"2026-03-04 14:44:42","16621775181","SOLUSDT","Market","BUY","0","0.11SOL","2026-03-04 14:44:42","0.11SOL","89.76","9.8736USDT","FILLED"
"2026-03-04 14:44:42","44370835890","ETHUSDT","Market","SELL","0","0.0048ETH","2026-03-04 14:44:42","0.0048ETH","2067.76","9.925248USDT","FILLED"
"2026-03-04 14:37:06","44369707840","ETHUSDT","Market","BUY","0","0.0048ETH","2026-03-04 14:37:06","0.0048ETH","2076.88","9.969024USDT","FILLED"
"2026-03-04 14:37:05","58613938464","BTCUSDT","Market","SELL","0","0.00013BTC","2026-03-04 14:37:05","0.00013BTC","71784.21","9.3319473USDT","FILLED"
"2026-03-04 14:35:55","58613671787","BTCUSDT","Market","BUY","0","0.00013BTC","2026-03-04 14:35:55","0.00013BTC","72124.92","9.3762396USDT","FILLED"
"2026-03-04 14:35:51","16621392959","SOLUSDT","Market","SELL","0","0.1SOL","2026-03-04 14:35:51","0.1SOL","90.73","9.073USDT","FILLED"
"2026-03-04 14:32:01","44368739579","ETHUSDT","Market","SELL","0","0.0048ETH","2026-03-04 14:32:01","0.0048ETH","2099.95","10.07976USDT","FILLED"
"2026-03-04 14:32:01","16621202122","SOLUSDT","Market","BUY","0","0.1SOL","2026-03-04 14:32:01","0.1SOL","91.3","9.13USDT","FILLED"
"2026-03-04 14:06:59","44366947271","ETHUSDT","Market","BUY","0","0.0048ETH","2026-03-04 14:06:59","0.0048ETH","2067.42","9.923616USDT","FILLED"
"2026-03-04 14:06:58","58610350937","BTCUSDT","Market","SELL","0","0.00014BTC","2026-03-04 14:06:58","0.00014BTC","71532.73","10.0145822USDT","FILLED"
"2026-03-04 13:36:56","58608684631","BTCUSDT","Market","BUY","0","0.00014BTC","2026-03-04 13:36:56","0.00014BTC","71345.43","9.9883602USDT","FILLED"
"2026-03-04 13:36:52","16620508382","SOLUSDT","Market","SELL","0","0.11SOL","2026-03-04 13:36:52","0.11SOL","89.85","9.8835USDT","FILLED"
"2026-03-04 13:06:49","16620186788","SOLUSDT","Market","BUY","0","0.11SOL","2026-03-04 13:06:49","0.11SOL","89.83","9.8813USDT","FILLED"
"2026-03-04 13:06:48","44364422492","ETHUSDT","Market","SELL","0","0.0048ETH","2026-03-04 13:06:48","0.0048ETH","2063.57","9.905136USDT","FILLED"
"2026-03-04 12:50:03","44363749694","ETHUSDT","Market","BUY","0","0.0048ETH","2026-03-04 12:50:03","0.0048ETH","2051.11","9.845328USDT","FILLED"
"2026-03-04 12:50:02","58605715916","BTCUSDT","Market","SELL","0","0.00014BTC","2026-03-04 12:50:02","0.00014BTC","71124.81","9.9574734USDT","FILLED"
"2026-03-04 12:24:00","58604072872","BTCUSDT","Market","BUY","0","0.00014BTC","2026-03-04 12:24:00","0.00014BTC","70698.48","9.8977872USDT","FILLED"
"2026-03-04 12:23:56","16619768843","SOLUSDT","Market","SELL","0","0.11SOL","2026-03-04 12:23:56","0.11SOL","89.12","9.8032USDT","FILLED"
"2026-03-04 12:17:05","16619702476","SOLUSDT","Market","BUY","0","0.11SOL","2026-03-04 12:17:05","0.11SOL","89.51","9.8461USDT","FILLED"
"2026-03-04 12:17:05","44362246888","ETHUSDT","Market","SELL","0","0.0048ETH","2026-03-04 12:17:05","0.0048ETH","2045.8","9.81984USDT","FILLED"
"2026-03-04 12:06:34","44361811483","ETHUSDT","Market","BUY","0","0.0048ETH","2026-03-04 12:06:34","0.0048ETH","2054.47","9.861456USDT","FILLED"
"2026-03-04 12:06:33","58603094863","BTCUSDT","Market","SELL","0","0.00014BTC","2026-03-04 12:06:33","0.00014BTC","71014.41","9.9420174USDT","FILLED"
"2026-03-04 11:36:31","58601422548","BTCUSDT","Market","BUY","0","0.00014BTC","2026-03-04 11:36:31","0.00014BTC","70981.96","9.9374744USDT","FILLED"
"2026-03-04 11:36:27","16619343721","SOLUSDT","Market","SELL","0","0.11SOL","2026-03-04 11:36:27","0.11SOL","89.57","9.8527USDT","FILLED"
"2026-03-04 11:34:32","16619299245","SOLUSDT","Market","BUY","0","0.11SOL","2026-03-04 11:34:32","0.11SOL","89.93","9.8923USDT","FILLED"
"2026-03-04 11:34:31","44360258723","ETHUSDT","Market","SELL","0","0.0048ETH","2026-03-04 11:34:31","0.0048ETH","2060.24","9.889152USDT","FILLED"
"2026-03-04 11:25:36","44359986536","ETHUSDT","Market","BUY","0","0.0048ETH","2026-03-04 11:25:36","0.0048ETH","2069.09","9.931632USDT","FILLED"
"2026-03-04 11:25:35","58600877042","BTCUSDT","Market","SELL","0","0.00014BTC","2026-03-04 11:25:35","0.00014BTC","71272.51","9.9781514USDT","FILLED"
"2026-03-04 10:55:33","58599466433","BTCUSDT","Market","BUY","0","0.00014BTC","2026-03-04 10:55:33","0.00014BTC","71271.84","9.9780576USDT","FILLED"
"2026-03-04 10:55:30","16618967055","SOLUSDT","Market","SELL","0","0.11SOL","2026-03-04 10:55:30","0.11SOL","90.03","9.9033USDT","FILLED"
"2026-03-04 10:32:57","16618718409","SOLUSDT","Market","BUY","0","0.11SOL","2026-03-04 10:32:57","0.11SOL","90.41","9.9451USDT","FILLED"
"2026-03-04 10:32:56","44358011916","ETHUSDT","Market","SELL","0","0.0048ETH","2026-03-04 10:32:56","0.0048ETH","2080.03","9.984144USDT","FILLED"
"2026-03-04 10:02:55","44356208870","ETHUSDT","Market","BUY","0","0.0048ETH","2026-03-04 10:02:55","0.0048ETH","2078.66","9.977568USDT","FILLED"
"2026-03-04 10:02:54","58595495162","BTCUSDT","Market","SELL","0","0.00014BTC","2026-03-04 10:02:54","0.00014BTC","71550.15","10.017021USDT","FILLED"
"2026-03-04 09:32:52","58592836926","BTCUSDT","Market","BUY","0","0.00014BTC","2026-03-04 09:32:52","0.00014BTC","71329.85","9.986179USDT","FILLED"
"2026-03-04 09:32:47","16617602708","SOLUSDT","Market","SELL","0","0.11SOL","2026-03-04 09:32:47","0.11SOL","90.6","9.966USDT","FILLED"
"2026-03-04 09:18:01","16617301615","SOLUSDT","Market","BUY","0","0.11SOL","2026-03-04 09:18:01","0.11SOL","89.98","9.8978USDT","FILLED"
"2026-03-04 09:18:01","44352990892","ETHUSDT","Market","SELL","0","0.0048ETH","2026-03-04 09:18:01","0.0048ETH","2075.45","9.96216USDT","FILLED"
"2026-03-04 09:00:54","58589512019","BTCUSDT","Market","SELL","0","0.00014BTC","2026-03-04 09:00:54","0.00014BTC","70941.72","9.9318408USDT","FILLED"
"2026-03-04 09:00:54","44351437808","ETHUSDT","Market","BUY","0","0.0048ETH","2026-03-04 09:00:54","0.0048ETH","2061.23","9.893904USDT","FILLED"
"2026-03-04 08:46:43","58587648756","BTCUSDT","Market","BUY","0","0.00014BTC","2026-03-04 08:46:43","0.00014BTC","70276.23","9.8386722USDT","FILLED"
"2026-03-04 08:46:39","16616540612","SOLUSDT","Market","SELL","0","0.11SOL","2026-03-04 08:46:39","0.11SOL","88.5","9.735USDT","FILLED"
"2026-03-04 08:20:26","16616235727","SOLUSDT","Market","BUY","0","0.11SOL","2026-03-04 08:20:26","0.11SOL","87.33","9.6063USDT","FILLED"
"2026-03-04 08:20:26","44348304736","ETHUSDT","Market","SELL","0","0.0049ETH","2026-03-04 08:20:26","0.0049ETH","2008.01","9.839249USDT","FILLED"
"2026-03-04 07:50:24","58583613382","BTCUSDT","Market","SELL","0","0.00014BTC","2026-03-04 07:50:24","0.00014BTC","69379","9.71306USDT","FILLED"
"2026-03-04 07:50:24","44346477582","ETHUSDT","Market","BUY","0","0.0049ETH","2026-03-04 07:50:24","0.0049ETH","2005.35","9.826215USDT","FILLED"
"2026-03-04 07:42:43","58582976107","BTCUSDT","Market","BUY","0","0.00014BTC","2026-03-04 07:42:43","0.00014BTC","68848.35","9.638769USDT","FILLED"
"2026-03-04 07:42:39","16615732688","SOLUSDT","Market","SELL","0","0.11SOL","2026-03-04 07:42:39","0.11SOL","86.53","9.5183USDT","FILLED"
"2026-03-04 07:17:57","16615558846","SOLUSDT","Market","BUY","0","0.11SOL","2026-03-04 07:17:57","0.11SOL","85.71","9.4281USDT","FILLED"
"2026-03-04 07:17:56","44345222084","ETHUSDT","Market","SELL","0","0.005ETH","2026-03-04 07:17:56","0.005ETH","1975.97","9.87985USDT","FILLED"
"2026-03-04 06:47:54","44344468429","ETHUSDT","Market","BUY","0","0.005ETH","2026-03-04 06:47:54","0.005ETH","1981.04","9.9052USDT","FILLED"
"2026-03-04 06:47:53","58580815329","BTCUSDT","Market","SELL","0","0.00014BTC","2026-03-04 06:47:53","0.00014BTC","68612.07","9.6056898USDT","FILLED"
"2026-03-04 06:17:51","58579276491","BTCUSDT","Market","BUY","0","0.00014BTC","2026-03-04 06:17:51","0.00014BTC","68100.01","9.5340014USDT","FILLED"
"2026-03-04 05:34:44","58577390128","BTCUSDT","Market","SELL","0","0.00014BTC","2026-03-04 05:34:44","0.00014BTC","67791.85","9.490859USDT","FILLED"
"2026-03-04 05:04:42","58576304319","BTCUSDT","Market","BUY","0","0.00014BTC","2026-03-04 05:04:42","0.00014BTC","67768.24","9.4875536USDT","FILLED"
"2026-03-02 07:04:10","16584422086","SOLUSDT","Market","SELL","0","0.11SOL","2026-03-02 07:04:10","0.11SOL","83.12","9.1432USDT","FILLED"
"2026-03-02 06:34:08","16584232780","SOLUSDT","Market","BUY","0","0.11SOL","2026-03-02 06:34:08","0.11SOL","83.51","9.1861USDT","FILLED"
"2026-03-02 06:34:07","44214799557","ETHUSDT","Market","SELL","0","0.005ETH","2026-03-02 06:34:07","0.005ETH","1950.67","9.75335USDT","FILLED"
"2026-03-02 06:04:05","44213662909","ETHUSDT","Market","BUY","0","0.005ETH","2026-03-02 06:04:05","0.005ETH","1965.7","9.8285USDT","FILLED"
"2026-03-02 06:04:04","58415649911","BTCUSDT","Market","SELL","0","0.00014BTC","2026-03-02 06:04:04","0.00014BTC","66574.36","9.3204104USDT","FILLED"
"2026-03-02 05:34:02","58414678514","BTCUSDT","Market","BUY","0","0.00014BTC","2026-03-02 05:34:02","0.00014BTC","66721.21","9.3409694USDT","FILLED"
"2026-03-02 05:33:58","16583803257","SOLUSDT","Market","SELL","0","0.11SOL","2026-03-02 05:33:58","0.11SOL","84.34","9.2774USDT","FILLED"
"2026-03-02 05:03:52","16583663328","SOLUSDT","Market","BUY","0","0.11SOL","2026-03-02 05:03:52","0.11SOL","84.28","9.2708USDT","FILLED"
"2026-03-02 05:03:52","44212378381","ETHUSDT","Market","SELL","0","0.0049ETH","2026-03-02 05:03:52","0.0049ETH","1971.63","9.660987USDT","FILLED"
"2026-03-02 04:33:47","44211884832","ETHUSDT","Market","BUY","0","0.005ETH","2026-03-02 04:33:47","0.005ETH","1973.21","9.86605USDT","FILLED"
"2026-03-02 04:33:46","58412930065","BTCUSDT","Market","SELL","0","0.00014BTC","2026-03-02 04:33:46","0.00014BTC","66858.05","9.360127USDT","FILLED"
"2026-03-01 04:52:44","58358094109","BTCUSDT","Market","BUY","0","0.00014BTC","2026-03-01 04:52:44","0.00014BTC","67365.38","9.4311532USDT","FILLED"
"2026-03-01 04:52:40","16572035470","SOLUSDT","Market","SELL","0","0.11SOL","2026-03-01 04:52:40","0.11SOL","87.62","9.6382USDT","FILLED"
"2026-03-01 04:09:14","44165503655","ETHUSDT","Market","SELL","0","0.0049ETH","2026-03-01 04:09:14","0.0049ETH","2020.7","9.90143USDT","FILLED"
"2026-03-01 04:09:14","16571663367","SOLUSDT","Market","BUY","0","0.11SOL","2026-03-01 04:09:14","0.11SOL","87.8","9.658USDT","FILLED"
"2026-03-01 03:39:12","44164626157","ETHUSDT","Market","BUY","0","0.0049ETH","2026-03-01 03:39:12","0.0049ETH","2032.13","9.957437USDT","FILLED"
"2026-03-01 03:39:11","58355627465","BTCUSDT","Market","SELL","0","0.00014BTC","2026-03-01 03:39:11","0.00014BTC","67535.71","9.4549994USDT","FILLED"
"2026-03-01 03:09:09","58354409290","BTCUSDT","Market","BUY","0","0.00014BTC","2026-03-01 03:09:09","0.00014BTC","67676.25","9.474675USDT","FILLED"
"2026-03-01 03:09:05","16571129627","SOLUSDT","Market","SELL","0","0.11SOL","2026-03-01 03:09:05","0.11SOL","88.03","9.6833USDT","FILLED"
"2026-03-01 02:39:02","16570734617","SOLUSDT","Market","BUY","0","0.11SOL","2026-03-01 02:39:02","0.11SOL","88.14","9.6954USDT","FILLED"
"2026-03-01 02:39:02","44162290894","ETHUSDT","Market","SELL","0","0.0049ETH","2026-03-01 02:39:02","0.0049ETH","2034.97","9.971353USDT","FILLED"
"2026-03-01 02:09:00","44160079389","ETHUSDT","Market","BUY","0","0.0049ETH","2026-03-01 02:09:00","0.0049ETH","2036.52","9.978948USDT","FILLED"
"2026-03-01 02:08:59","58350828121","BTCUSDT","Market","SELL","0","0.00014BTC","2026-03-01 02:08:59","0.00014BTC","67759.25","9.486295USDT","FILLED"
"2026-03-01 01:54:08","58349074302","BTCUSDT","Market","BUY","0","0.00014BTC","2026-03-01 01:54:08","0.00014BTC","67479.47","9.4471258USDT","FILLED"
"2026-03-01 01:54:03","16569628801","SOLUSDT","Market","SELL","0","0.11SOL","2026-03-01 01:54:03","0.11SOL","86.9","9.559USDT","FILLED"
"2026-03-01 01:33:37","16569220415","SOLUSDT","Market","BUY","0","0.11SOL","2026-03-01 01:33:37","0.11SOL","84.83","9.3313USDT","FILLED"
"2026-03-01 01:33:36","44156473786","ETHUSDT","Market","SELL","0","0.0051ETH","2026-03-01 01:33:36","0.0051ETH","1958","9.9858USDT","FILLED"
"2026-03-01 01:03:34","44155458806","ETHUSDT","Market","BUY","0","0.0051ETH","2026-03-01 01:03:34","0.0051ETH","1957.74","9.984474USDT","FILLED"
"2026-03-01 01:03:33","58345903738","BTCUSDT","Market","SELL","0","0.00014BTC","2026-03-01 01:03:33","0.00014BTC","66667.37","9.3334318USDT","FILLED"
"2026-03-01 00:33:31","58344867677","BTCUSDT","Market","BUY","0","0.00014BTC","2026-03-01 00:33:31","0.00014BTC","66733.72","9.3427208USDT","FILLED"
"2026-03-01 00:33:27","16568797725","SOLUSDT","Market","SELL","0","0.11SOL","2026-03-01 00:33:27","0.11SOL","84.41","9.2851USDT","FILLED"
"2026-03-01 00:03:25","16568619113","SOLUSDT","Market","BUY","0","0.11SOL","2026-03-01 00:03:25","0.11SOL","84.72","9.3192USDT","FILLED"
"2026-03-01 00:03:24","44154192956","ETHUSDT","Market","SELL","0","0.005ETH","2026-03-01 00:03:24","0.005ETH","1967.06","9.8353USDT","FILLED"
"2026-02-28 23:33:22","44153591856","ETHUSDT","Market","BUY","0","0.005ETH","2026-02-28 23:33:22","0.005ETH","1962","9.81USDT","FILLED"
"2026-02-28 23:33:22","58342755491","BTCUSDT","Market","SELL","0","0.00014BTC","2026-02-28 23:33:22","0.00014BTC","66971.02","9.3759428USDT","FILLED"
"2026-02-28 23:03:19","58341796884","BTCUSDT","Market","BUY","0","0.00014BTC","2026-02-28 23:03:19","0.00014BTC","67112.45","9.395743USDT","FILLED"
"2026-02-28 23:03:15","16568316316","SOLUSDT","Market","SELL","0","0.11SOL","2026-02-28 23:03:15","0.11SOL","84.44","9.2884USDT","FILLED"
"2026-02-28 22:33:13","16567991837","SOLUSDT","Market","BUY","0","0.11SOL","2026-02-28 22:33:13","0.11SOL","84.93","9.3423USDT","FILLED"
"2026-02-28 22:33:12","44151736070","ETHUSDT","Market","SELL","0","0.005ETH","2026-02-28 22:33:12","0.005ETH","1969.98","9.8499USDT","FILLED"
"2026-02-28 22:03:10","44150694727","ETHUSDT","Market","BUY","0","0.005ETH","2026-02-28 22:03:10","0.005ETH","1961.89","9.80945USDT","FILLED"
"2026-02-28 22:03:09","58338226702","BTCUSDT","Market","SELL","0","0.00015BTC","2026-02-28 22:03:09","0.00015BTC","66715.15","10.0072725USDT","FILLED"
"2026-02-28 21:33:07","58336777060","BTCUSDT","Market","BUY","0","0.00015BTC","2026-02-28 21:33:07","0.00015BTC","66433.01","9.9649515USDT","FILLED"
"2026-02-28 21:33:03","16567462430","SOLUSDT","Market","SELL","0","0.11SOL","2026-02-28 21:33:03","0.11SOL","84.15","9.2565USDT","FILLED"
"2026-02-28 21:03:00","44148478427","ETHUSDT","Market","SELL","0","0.0051ETH","2026-02-28 21:03:00","0.0051ETH","1956.17","9.976467USDT","FILLED"
"2026-02-28 21:03:00","16567170416","SOLUSDT","Market","BUY","0","0.11SOL","2026-02-28 21:03:00","0.11SOL","84.2","9.262USDT","FILLED"
"2026-02-28 20:32:58","44147000531","ETHUSDT","Market","BUY","0","0.0051ETH","2026-02-28 20:32:58","0.0051ETH","1957.93","9.985443USDT","FILLED"
"2026-02-28 20:32:57","58333711274","BTCUSDT","Market","SELL","0","0.00015BTC","2026-02-28 20:32:57","0.00015BTC","66806.01","10.0209015USDT","FILLED"
"2026-02-28 20:02:55","58331699650","BTCUSDT","Market","BUY","0","0.00015BTC","2026-02-28 20:02:55","0.00015BTC","66277.97","9.9416955USDT","FILLED"
"2026-02-28 20:02:51","16566321268","SOLUSDT","Market","SELL","0","0.12SOL","2026-02-28 20:02:51","0.12SOL","82.1","9.852USDT","FILLED"
"2026-02-28 19:32:48","16565984180","SOLUSDT","Market","BUY","0","0.12SOL","2026-02-28 19:32:48","0.12SOL","82.17","9.8604USDT","FILLED"
"2026-02-28 19:32:47","44143619605","ETHUSDT","Market","SELL","0","0.0051ETH","2026-02-28 19:32:47","0.0051ETH","1940.04","9.894204USDT","FILLED"
"2026-02-28 19:02:45","44142475819","ETHUSDT","Market","BUY","0","0.0051ETH","2026-02-28 19:02:45","0.0051ETH","1932.77","9.857127USDT","FILLED"
"2026-02-28 19:02:45","58328346216","BTCUSDT","Market","SELL","0","0.00015BTC","2026-02-28 19:02:45","0.00015BTC","65860.18","9.879027USDT","FILLED"
"2026-02-28 18:32:42","58326444375","BTCUSDT","Market","BUY","0","0.00015BTC","2026-02-28 18:32:42","0.00015BTC","65415.62","9.812343USDT","FILLED"
"2026-02-28 18:32:38","16565365826","SOLUSDT","Market","SELL","0","0.12SOL","2026-02-28 18:32:38","0.12SOL","81.58","9.7896USDT","FILLED"
"2026-02-28 18:02:36","16565223191","SOLUSDT","Market","BUY","0","0.12SOL","2026-02-28 18:02:36","0.12SOL","81.35","9.762USDT","FILLED"
"2026-02-28 18:02:35","44139909959","ETHUSDT","Market","SELL","0","0.0052ETH","2026-02-28 18:02:35","0.0052ETH","1905.95","9.91094USDT","FILLED"
"2026-02-28 17:32:33","44138932413","ETHUSDT","Market","BUY","0","0.0052ETH","2026-02-28 17:32:33","0.0052ETH","1901.61","9.888372USDT","FILLED"
"2026-02-28 17:32:32","58324258720","BTCUSDT","Market","SELL","0","0.00015BTC","2026-02-28 17:32:32","0.00015BTC","65113.75","9.7670625USDT","FILLED"
"2026-02-28 17:02:30","58323411445","BTCUSDT","Market","BUY","0","0.00015BTC","2026-02-28 17:02:30","0.00015BTC","65066.49","9.7599735USDT","FILLED"
"2026-02-28 17:02:25","16564896036","SOLUSDT","Market","SELL","0","0.12SOL","2026-02-28 17:02:25","0.12SOL","81.04","9.7248USDT","FILLED"
"2026-02-28 16:32:23","16564712831","SOLUSDT","Market","BUY","0","0.12SOL","2026-02-28 16:32:23","0.12SOL","80.83","9.6996USDT","FILLED"
"2026-02-28 16:32:22","44137382623","ETHUSDT","Market","SELL","0","0.0052ETH","2026-02-28 16:32:22","0.0052ETH","1899.28","9.876256USDT","FILLED"
"2026-02-28 16:02:20","58321288750","BTCUSDT","Market","SELL","0","0.00015BTC","2026-02-28 16:02:20","0.00015BTC","64771.55","9.7157325USDT","FILLED"
"2026-02-28 16:02:20","44136508927","ETHUSDT","Market","BUY","0","0.0052ETH","2026-02-28 16:02:20","0.0052ETH","1895.84","9.858368USDT","FILLED"
"2026-02-28 15:32:17","58320135804","BTCUSDT","Market","BUY","0","0.00015BTC","2026-02-28 15:32:17","0.00015BTC","64695.98","9.704397USDT","FILLED"
"2026-02-28 15:32:13","16564354931","SOLUSDT","Market","SELL","0","0.12SOL","2026-02-28 15:32:13","0.12SOL","80.64","9.6768USDT","FILLED"
"2026-02-28 15:02:11","16564033012","SOLUSDT","Market","BUY","0","0.12SOL","2026-02-28 15:02:11","0.12SOL","80.33","9.6396USDT","FILLED"
"2026-02-28 15:02:10","44134125182","ETHUSDT","Market","SELL","0","0.0052ETH","2026-02-28 15:02:10","0.0052ETH","1890.9","9.83268USDT","FILLED"
"2026-02-28 14:32:08","44132268469","ETHUSDT","Market","BUY","0","0.0052ETH","2026-02-28 14:32:08","0.0052ETH","1898","9.8696USDT","FILLED"
"2026-02-28 14:32:07","58316571262","BTCUSDT","Market","SELL","0","0.00015BTC","2026-02-28 14:32:07","0.00015BTC","64718.98","9.707847USDT","FILLED"
"2026-02-28 14:02:05","58314688166","BTCUSDT","Market","BUY","0","0.00015BTC","2026-02-28 14:02:05","0.00015BTC","65074.02","9.761103USDT","FILLED"
"2026-02-28 14:02:01","16563212634","SOLUSDT","Market","SELL","0","0.12SOL","2026-02-28 14:02:01","0.12SOL","81.05","9.726USDT","FILLED"
"2026-02-28 13:50:10","16562818689","SOLUSDT","Market","BUY","0","0.12SOL","2026-02-28 13:50:10","0.12SOL","80.23","9.6276USDT","FILLED"
"2026-02-28 13:50:09","44128969929","ETHUSDT","Market","SELL","0","0.0053ETH","2026-02-28 13:50:09","0.0053ETH","1890.17","10.017901USDT","FILLED"
"2026-02-28 13:30:53","44128214686","ETHUSDT","Market","BUY","0","0.0053ETH","2026-02-28 13:30:53","0.0053ETH","1868.55","9.903315USDT","FILLED"
"2026-02-28 13:30:52","58312373089","BTCUSDT","Market","SELL","0","0.00015BTC","2026-02-28 13:30:52","0.00015BTC","64014.09","9.6021135USDT","FILLED"
"2026-02-28 13:00:50","58311783595","BTCUSDT","Market","BUY","0","0.00015BTC","2026-02-28 13:00:50","0.00015BTC","64071.44","9.610716USDT","FILLED"
"2026-02-28 13:00:45","16562442846","SOLUSDT","Market","SELL","0","0.12SOL","2026-02-28 13:00:45","0.12SOL","79.02","9.4824USDT","FILLED"
"2026-02-28 12:54:01","16562417323","SOLUSDT","Market","BUY","0","0.12SOL","2026-02-28 12:54:01","0.12SOL","78.69","9.4428USDT","FILLED"
"2026-02-28 12:54:00","44127572882","ETHUSDT","Market","SELL","0","0.0053ETH","2026-02-28 12:54:00","0.0053ETH","1863.52","9.876656USDT","FILLED"
"2026-02-28 12:23:57","58311050995","BTCUSDT","Market","SELL","0","0.00015BTC","2026-02-28 12:23:57","0.00015BTC","63991.57","9.5987355USDT","FILLED"
"2026-02-28 12:23:57","44127083834","ETHUSDT","Market","BUY","0","0.0053ETH","2026-02-28 12:23:57","0.0053ETH","1869.66","9.909198USDT","FILLED"
"2026-02-28 11:53:54","58310237852","BTCUSDT","Market","BUY","0","0.00015BTC","2026-02-28 11:53:54","0.00015BTC","63993.01","9.5989515USDT","FILLED"
"2026-02-28 11:53:50","16562139104","SOLUSDT","Market","SELL","0","0.12SOL","2026-02-28 11:53:50","0.12SOL","79.07","9.4884USDT","FILLED"
"2026-02-28 11:23:48","44125603408","ETHUSDT","Market","SELL","0","0.0053ETH","2026-02-28 11:23:48","0.0053ETH","1873.06","9.927218USDT","FILLED"
"2026-02-28 11:23:48","16561978474","SOLUSDT","Market","BUY","0","0.12SOL","2026-02-28 11:23:48","0.12SOL","79.34","9.5208USDT","FILLED"
"2026-02-28 10:53:45","58308529002","BTCUSDT","Market","SELL","0","0.00015BTC","2026-02-28 10:53:45","0.00015BTC","63925.44","9.588816USDT","FILLED"
